,judul,konten,kategori
742,Likuiditas Grab Aman hingga 3 Tahun Hadapi Krisis Akibat COVID-19,"Raksasa ride hailing Grab Holdings optimistis dalam menghadapi krisis ekonomi yang disebabkan pandemi COVID-19. Sebab perusahaan memiliki likuiditas yang cukup dalam menghadapi resesi ekonomi.""Kami beruntung memiliki likuiditas yang cukup melewati semua ini baik itu resesi 12 bulan atau 36 bulan,"" kata CEO Grab Holding Anthony Tan, dikutip dari CNBC International, Minggu (19/4/2020).Anthony mengatakan perusahaan memiliki model bisnis yang terdiversifikasi sehingga tidak hanya mengandalkan layanan transportasi. Diversifikasi bisnis ini meliputi pengiriman makanan dan bahan makanan, dengan begitu perusahaan mampu mengatasi dampak yang ditimbulkan oleh pandemi ini.Diungkapkannya, kondisi keuangan perusahaan secara keseluruhan dalam kondisi yang sehat. Selain itu, sebagian besar dari cost Grab adalah variabel dan ikut turun ketika permintaan menurun.""Karena basis investor kami kuat, kami beruntung memiliki likuiditas yang cukup untuk melewati ini,"" katanya.Di beberapa negara, kata Anthony, lini transportasi Grab mengalami penurunan presentasi gross merchandise value (GMV) hingga dua digit. GMV merupakan metrik yang biasanya dilacak oleh perusahaan internet untuk mengukur nilai total penjualan barang dan jasa yang dijual di sebuah platform.Menurut Anthony, Grab telah menyesuaikan diri di tengah pandemi ini dengan meningkatkan bisnis nontransportasinya. Dengan begitu perusahaan bisa memenuhi lonjakan permintaan di layanan pengiriman dan memastikan mitra pengemudi masih memiliki pendapatan.Selain itu, dia mengakui kenaikan di layanan pengiriman belum mengimbangi sepenuhnya lini transportasi yang terdampak.""Kami tetap optimistis ke depannya, saya tahu bahwa transportasi adalah layanan esensial. Jadi kami mengantisipasi itu akan pulih kembali begitu orang-orang mulai pulang pergi lagi setelah lockdown,"" katanya.Lebih lanjut Anthony menjelaskan COVID-19 telah menginfeksi lebih dari 2 juta orang dan IMF telah memprediksi kondisi ekonomi akan mencapai titik terburuk. Kondisi ini juga telah mempengaruhi pendapatan para mitra Grab, terutama yang terkena infeksi virus ini. Superapps ini pun berinvestasi US$ 40 juta untuk menyalurkan bantuan di seluruh wilayah operasinya.""Dengan begitu mereka bisa fokus pada pemulihan dan tidak perlu mengkhawatirkan mau makan apa,"" kata Anthony.",finance
743,"Lippo Karawaci Tingkatkan Kepemilikan Siloam Jadi 55,4%","PT Lippo Karawaci Tbk melepas kepemilikan pada bisnis non inti di antaranya First REIT dan meningkatkan kepemilikan di PT Siloam Hospitals Tbk dan PT Lippo Cikarang Tbk.CEO Lippo Karawaci John Riady mengungkapkan peningkatan kepemilikan ini diperdagangkan dengan valuasi yang menarik. John mengatakan LPKR tetap konsisten dalam menjalankan rencana bisnis dan fokus di sektor properti serta layanan kesehatan bisnis perusahaan. Dia menjelaskan di masa yang belum pernah terjadi analisa perusahaan secara internal menunjukkan bahwa penghematan dana tunai dan meningkatkan kepemilikan di anak usaha adalah langkah yang tepat. ""Transaksi ini dilakukan pada valuasi yang menarik, kami meningkatkan kepemilikan perseroan di Siloam menjadi 55,4% dan Lippo Cikarang menjadi 84%,"" kata John dalam siaran pers, Kamis (16/4/2020).Sejak kuartal II 2019, Lippo Karawaci memang telah melepaskan kepemilikan di First REIT dari 10,5% yang menghasilkan dana lebih dari Rp 850 miliar. Ini menjadi salah satu strategi manajemen untuk melepaskan aset-aset non strategis. Proses penjualan selesai pada kuartal I 2020 dan pada periode itu telah berhasil dikumpulkan Rp 300 miliar.  Saat perseroan membeli saham Siloam harga rata-rata akuisisi di bawah 9.5x EV/EBITDA, sementara untuk perusahaan-perusahaan sejenis secara historis diperdagangkan pada EV/EBITDA rata-rata lebih dari 20x.Sedangkan untuk Lippo Cikarang perseroan mendapatkan diskon NAV pada harga rata-rata transaksi lebih dari 91%, yang merupakan diskon signifikan untuk rata-rata perusahaan sejenis. Kemudian untuk akuisisi saham Siloam sebanyak 70 juta saham dengan harga rata-rata Rp 5.779. Kemudian transaksi saham Lippo Cikarang 80 juta saham dengan harga rata-rata Rp 600. Kedua akuisisi saham ini diselesaikan dalam dua transaksi terpisah masing-masing selama 4 minggu terakhir. Kedua transaksi dibiayai dengan kelebihan dana tunai yang dihasilkan dari divestasi kepemilikan FIRST REIT dan total pengeluaran dana tunai tersebut Rp 452,5 miliar.",finance
744,"Lockdown Dilonggarkan, Anjing di Ceko Mulai 'Nyalon'",,finance
745,"Lompat 42 Poin, IHSG Ditutup Hijau di 4.610","Indeks Harga Saham Gabungan (IHSG) siang ini ditutup positif. IHSG naik 42 poin (0,9%) ke level 4.610.Sementara nilai tukar dolar Amerika Serikat (AS) terhadap rupiah siang ini ada di level Rp 15.552. IHSG pada pembukaan perdagangan menguat 39 poin (0,8%) ke level 4.607. Sedangkan indeks LQ45 bertambah 6 poin (1,3%) ke 691.Hingga sesi I berakhir, IHSG naik 42 poin (0,9%) ke level 4.610. Sedangkan indeks LQ45 bertambah 9 poin (1,3%) ke 691.Perdagangan saham ditransaksikan 311.943 kali dengan nilai Rp 3,5 triliun. Sebanyak 204 saham menguat, 154 saham negatif, dan 133 saham stagnan.Bursa Amerika Serikat ditutup Menguat. Dow Jones ditutup 23,475.82 (+1.99%), NASDAQ ditutup 8,495.38 (+2.81%), S&P 500 ditutup 2,799.31 (+2.29%).Bursa saham US ditutup menguat setelah ada harapan peningkatan harga minyak dunia. namun setelah Presiden Amerika Serikat, Donald Trump menyatakan untuk menembak semua kapal Iran yang kemungkinan menyerang kapal tangki US di laut justru menimbulkan kecemasan pada investor. Selain itu pada hari Kamis ini, investor akan bersiap untuk mendapat data pengangguran US yang dimana pada minggu lalu sudah meningkat sebesar 4.3 juta pengangguran baru sehingga sebanyak 26 juta pengangguran tercatat di US.Bursa Asia siang ini mayoritas bergerak positif. Berikut pergerakannya:",finance
746,"Lonely Planet Pamit, Tutup Kantor di Australia & PHK Karyawan","Penerbit buku traveling terkemuka, Lonely Planet pamit. Mereka menutup kantor di Australia dan melakukan PHK terhadap 80 orang karyawan.Lonely Planet, penerbit buku panduan traveling terkenal di dunia, harus mengucapkan 'Selamat Tinggal' kepada traveler. Karena menurunnya penjualan akibat wabah virus Corona, Lonely Planet harus menutup kantornya di Melbourne, Australia.""Akibat dampak COVID-19 terhadap permintaan dan penjualan, Lonely Planet membuat keputusan sulit dengan mengurangi operasional penerbitan hingga beberapa waktu ke depan,"" ujar juru bicara Lonely Planet seperti dikutip dari Sydney Morning Herald, Sabtu (18/4/2020).Lonely Planet akan tetap meneruskan untuk mencetak buku panduan perjalanan yang sudah populer, tapi mereka tidak akan mencetak buku baru, buku anak-anak maupun majalah Lonely Planet.Didirikan tahun 1973 oleh Tony Wheeler, Lonely Planet sangatlah populer sebagai buku panduan perjalanan. Sebelum era internet, Lonely Planet sangat diandalkan untuk info wisata di negara yang belum pernah kita kunjungi.Sebagai pendiri Lonely Planet, Tony Wheeler pun merasa sangat sedih begitu mendengar kabar penutupan tersebut.""Apakah saya sedih? Tentu saja. Saya sedih atas banyak hal. Siapa yang bakal menyangka ini akan terjadi pada dunia pariwisata,"" kata Tony.""Lonely Planet tetap ada di rak buku selama 50 tahun ke depan tentu sebuah prestasi, tapi apakah itu akan terjadi? Saya tidak tahu. Jika tidak ada pasar untuk pesawat terbang, maka tidak akan ada juga pasar untuk buku panduan perjalanan,"" imbuh Tony.Sebuah sumber di Lonely Planet mengatakan akan ada pengurangan karyawan hingga 80 orang di kantor mereka di Melbourne. Selain di Melbourne, kabarnya Lonely Planet akan mengurangi operasional kantor mereka di Amerika Serikat, India dan juga di Irlandia.",travel
747,"Luhut Bahas Aturan Larangan Mudik, Begini Skenarionya","Dirjen Perhubungan Darat Kementerian Perhubungan Budi Setiyadi mengatakan pemerintah akan kembali mempertimbangkan opsi melarang mudik. Dalam rapat di Kemenko Kemaritiman dan Investasi semua pihak hampir sepakat untuk melarang mudik.Rapat lanjutan akan dilakukan dengan Menko Kemaritiman dan Investasi Luhut Binsar Pandjaitan, yang juga menjabat Menteri Perhubungan ad interim, mengenai larangan mudik.""Untuk mudik kita mau ada rapat lagi dengan Pak Menko Maritim. Jadi kemarin diskusi kita dengan yang lain itu kayaknya semakin kuat message yang dibangun kita akan pelarangan mudik. Rencananya begitu, tapi tergantung nanti (hasil rapat),"" kata Budi di Jakarta, Senin (20/4/2020).Nah, bagaimana skenarionya di jalan jika mudik benar-benar jadi dilarang?""Ya nanti kalau dilarang akan diberlakukan demikian (menutup jalan tol). Angkutan bus juga kalau ada pelarangan nanti nggak boleh (operasi),"" ujar Budi.Memang, Budi pun mengatakan pihaknya akan melarang semua jenis kendaraan ke luar daerah. Mulai dari kendaraan umum hingga pribadi, mulai dari bus AKAP hingga sepeda motor.Nantinya pihaknya juga akan membentuk beberapa checkpoint untuk melakukan pengecekan dan pemeriksaan yang terletak di beberapa daerah perbatasan.""Kalau sudah muncul larangan mudik, berarti skenario kita melarang seluruh angkutan umum, melarang kendaraan pribadi, melarang sepeda motor untuk mudik. Nanti akan dicek di beberapa checkpoint,"" kata Budi.Agaknya, kali ini larangan mudik benar-benar serius untuk dilakukan. Budi mengatakan Kemenhub sendiri sudah menyusun sebuah aturan untuk hal ini, bagaimana bentuknya?",finance
748,Luhut Buka-bukaan Tak Larang Ojol Angkut Penumpang,"Menteri Perhubungan Ad Interim Luhut Binsar Pandjaitan menjelaskan alasannya membolehkan ojek online (ojol) angkut penumpang di tengah pandemi virus Corona (COVID-19). Kebijakan itu sempat membuat bingung masyarakat karena di sisi lain Pemerintah Provinsi DKI Jakarta melarang ojol angkut penumpang, sesuai aturan Menteri Kesehatan.Menurut Luhut, kebijakan itu diambil karena tidak ingin membuat para ojol susah selama belum ada bantuan sosial dari pemerintah.""Ojol itu kita lihat kalau langsung diputus dan belum dapat bantuan sosial segala macam, mereka susah. Itu risiko yang kami hitung seperti itu,"" kata Luhut saat rapat virtual dengan Komisi V DPR RI, Selasa (21/4/2020).Ia pun membantah jika tidak ada koordinasi yang baik antar pemerintah. Menurutnya, pemerintah hanya sedang mencari waktu yang pas untuk memutuskan masing-masing kebijakan.""Saya ingin luruskan untuk kesekian kali, sebenarnya koordinasi kami dengan Menteri Kesehatan sangat baik dan juga dengan Pak Anies (Gubernur DKI Jakarta) mengenai ini. Jadi memang by design, bukan ada yang tidak pas mengenai pengaturan di PSBB itu,"" ucapnya.",finance
749,"Luhut Mau Undang Turis China, Jepang dan Korsel, Ini kata Wishnutama","Menteri Koordinator Bidang Kemaritiman dan Investasi Luhut Binsar Pandjaitan menyatakan ingin mendatangkan turis dari China, Korsel, dan Jepang untuk menyelamatkan sektor pariwisata. Menteri Pariwisata dan Ekonomi Kreatif Wishnutama pun menanggapi hal itu.Wishnutama mencoba meluruskan maksud dari pernyataan Luhut. Menurutnya maksud Luhut adalah setelah pandemi COVID-19 berakhir.""Kebetulan saya belum sempat bicara dengan Pak Luhut. Tapi menurut saya, maksudnya mungkin setelah pandemi ini berakhir,"" ujarnya dalam konferensi virtual, Kamis (16/4/2020).Menurutnya tidak mungkin pemerintah mendatangkan turis dari tiga negara itu saat wabah masih merebak. Apa lagi masih banyak diberlakukan pembatasan.""Nggak mungkin pandemi masih jalan, orang juga nggak bisa ke mana-mana. Mungkin maksud Pak Luhut setelah pandemi ini berakhir,"" tegasnya.Sebelumnya saat konferensi pers tadi malam, Luhut mengatakan, pemerintah menaruh perhatian yang besar di sektor pariwisata. Pemerintah sudah membidik turis asing untuk didatangkan. 

",finance
750,"Luhut Niat Bawa Turis China-Korea, Wishnutama: Mungkin Setelah Usai Corona","Kemenparekraf saat ini memanfaatkan waktu yang ada untuk membuat rencana program pariwisata yang lebih baik. Pandemi Corona pun belum dapat diprediksi kapan akan berakhirBeberapa hari yang lalu, Menteri Koordinator Bidang Maritim dan Investasi, Luhut Binsar Pandjaitan menyatakan akan segera menarik wisatawan asing dari China, Jepang dan Korea Selatan dalam 1 hingga 2 bulan ke depan. Padahal wisatawan-wisatawan itu berasal dari negara-negara yang memiliki banyak kasus COVID-19. Saat ini penerbangan internasional pun masih dibatasi.Menanggapi hal ini, Menteri Pariwisata dan Ekonomi Kreatif, Wishnutama menyatakan kemungkinan maksud pernyataan Luhut adalah setelah pandemi berakhir. Saat ini penarikan wisatawan mancanegara belum memungkinkan.""Saya belum sempat bicara dengan Pak Luhut mengenai hal ini, tapi menurut saya mungkin maksudnya setelah pandemi ini berakhir ,"" kata Wishnutama.Menurut Wishnutama, situasi pandemi ini tidak memungkinkan masyarakat untuk berwisata. Wishnutama menyatakan saat ini masyarakat pun masih harus tetap di rumah.""Nggak mungkin kalau pandemi berjalan, orang nggak bisa ke mana-mana,"" kata Wishnutama.Saat ini, Wishnutama hanya memanfaatkan waktu untuk membuat planning untuk sektor pariwisata yang lebih baik setelah pandemi berakhir. ""Planning jalan terus contohnya di Danau Toba misalnya pada saat misalnya bulan Juni (pandemi) sudah selesai, ya kita langsung jalan,"" tambahnya.",travel
751,Luhut Pastikan Proyek 5 Destinasi Wisata Lanjut Meski Ada Corona,"Menteri Perhubungan ad interim Luhut Binsar Pandjaitan memastikan anggaran untuk program 5 destinasi pariwisata super prioritas tidak dipotong meskipun ada virus Corona (COVID-19).""Kami bersepakat dengan Ibu Ani (Menteri Keuangan) program-program pembangunan 5 destinasi wisata yang Kementerian Perhubungan terlibat itu tidak dipotong tapi masuk ke multi years supaya wisata ini jangan sampai terlalu terjatuh,"" kata Luhut saat rapat virtual dengan Komisi V DPR RI, Selasa (21/4/2020).Hal itu karena pihaknya telah mengubah postur anggaran belanja tahun ini. Berdasarkan Peraturan Presiden Nomor 54 Tahun 2020 tentang Perubahan Postur dan Rincian APBN Tahun Anggaran 2020, pagu anggaran Kemenhub yang semula Rp 43,11 triliun berkurang menjadi Rp 36,98 triliun.""Dengan kata lain ada pemotongan anggaran Rp 6,1 triliun,"" ucapnya. Pihaknya juga akan melakukan realokasi anggaran sebesar Rp 320,7 miliar. Hal ini dilakukan sesuai arahan Presiden Joko Widodo (Jokowi) untuk melakukan realokasi anggaran dalam memerangi virus Corona.""Realokasi anggaran 2020 untuk penanganan COVID-19 untuk Kementerian Perhubungan Rp 320,7 miliar,"" ucapnya.Realokasi anggaran akan digunakan untuk pengadaan peralatan pencegahan virus Corona seperti penyediaan alat pengaman diri, penambah daya tahan tubuh, serta menyediakan alat pendukung kerja lainnya.""Adapun peruntukkan anggaran tersebut antara lain pengadaan peralatan untuk pencegahan penyebaran virus seperti alat pelindung diri, masker, hand sanitizer dan lain-lain. Semua ini merujuk kepada protokol kesehatan yang dibuat oleh Kementerian Kesehatan,"" urainya.",finance
752,Luhut Resah Ada 500 Ribu TKI di Malaysia yang Mau Pulang,"Menteri Koordinator Bidang Kemaritiman dan Investasi Luhut Binsar Pandjaitan mewaspadai kepulangan ratusan ribu tenaga kerja Indonesia (TKI) dari luar negeri. TKI dari Malaysia menjadi sorotan karena ada risiko di tengah pandemi virus Corona (COVID-19).""Ini memang masalah tersendiri, kedatangan tenaga kerja kita dari Kuala Lumpur itu hampir 505.000 dan angka itu bisa bertambah. Kemudian dari Taiwan,"" kata Luhut yang juga sebagai Menteri Perhubungan Ad Interim saat rapat virtual dengan Komisi V DPR RI, Selasa (21/4/2020).Luhut khawatir kepulangan mereka tidak melalui cara-cara yang sesuai prosedur. Bukan tidak mungkin para TKI ini membawa pulang virus Corona (COVID-19).""Di pelabuhan ini sendiri masalah, mereka merembes di hampir semua jalan tikus di Kaltara (Kalimantan Utara), di perbatasan Kalimantan Utara dengan kita. Ini masalah sendiri yang perlu kita selesaikan,"" ucapnya.Sebelumnya, Presiden Joko Widodo (Jokowi) berharap agar TKI yang sedang berada di luar negeri tidak pulang. Pemerintah akan mengirimkan bantuan sembako bagi TKI yang ada di luar negeri.Hal itu diungkapkan Menteri Koordinator bidang Pembangunan Manusia dan Kebudayaan Muhadjir Effendy usai mengikuti rapat terbatas dengan tema Penanganan Arus Masuk WNI dan Pembatasan Perlintasan WNA melalui video conference, Selasa (31/3/2020).""Intinya untuk kepulangan ini sifatnya sukarela dan kita justru berusaha menahan mereka agar tidak pulang. Karena sesuai pesan Pak Presiden tugas kita menjaga keselamatan WNI baik yang ada di dalam negeri maupun di luar negeri. Kalau yang di luar negeri masih aman sebaiknya di sana dulu, tidak usah pulang,"" tuturnya.",finance
753,Luhut Tegaskan KRL Jabodetabek Tetap Operasi saat PSBB,"Menteri Koordinator Bidang Kemaritiman dan Investasi sekaligus Menteri Perhubungan Ad Interim Luhut Binsar Pandjaitan menegaskan bahwa Kereta Rel Listrik (KRL) akan tetap beroperasi. Hal ini dilakukan sampai bantuan sosial (bansos) yang dari pemerintah sudah diterima masyarakat.""Pak Menko Luhut mendapatkan laporan bahwa penumpang KRL itu mayoritas adalah pekerja. Jadi kita juga tidak ingin seperti mereka yang bekerja di fasilitas kesehatan jadi terdampak jika KRL ini disetop operasionalnya,"" kata Juru Bicara Menko Marves Jodi Mahardi lewat keterangannya, Jumat, (17/4/2020).Jodi menerangkan ada 8 sektor usaha yang diizinkan beroperasi selama masa Pembatasan Sosial Berskala Besar (PSBB). Dia mengatakan para pekerja ini masih butuh moda transportasi massal seperti KRL untuk melakukan mobilisasi. Jika operasional KRL diberhentikan, hal ini malah dapat menimbulkan masalah.Pihaknya, meminta Pemprov DKI Jakarta secara tegas melarang dan menutup kegiatan formal dan informal di luar delapan sektor yang diperbolehkan untuk tetap beroperasi selama masa PSBB. Pemprov juga diminta lebih tegas menindak kegiatan kantor di luar 8 sektor yang ditetapkan.""Peraturan Gubernur Nomor 33 tahun 2020 itu saya kira sudah sangat jelas mengatur bahwa perkantoran di luar 8 sektor yang masuk pengecualian harus dilarang dan ditutup selama masa PSBB. Maka itu harusnya menjadi pijakan untuk benar-benar mengawasi dan menindak dengan tegas kantor yang masih bandel dan melanggar Pergub,"" ungkap Jodi.Sementara itu, Kementerian Perhubungan juga menegaskan tidak akan menutup atau melarang operasional KRL Jabodetabek. KRL akan melayani kegiatan dan pekerjaan yang dikecualikan selama PSBB.""Yang akan dilakukan adalah membatasi jumlah penumpang untuk menjaga jarak, membatasi jam operasional dengan tetap menerapkan protokol kesehatan yang ketat,"" jelas Dirjen Perkeretaapian Zulfikri dalam keterangannya.Ditjen Perkeretaapian telah menerbitkan Perdirjen No. Hk.205/A.107/DJKA/20, Tentang Pedoman Pembatasan Jumlah Penumpang Di Sarana Perkeretaapian Dalam Rangka Pencegahan Penyebaran Corona Virus Disease 2019 (covid-19). Aturan ini juga mengatur soal pembatasan operasional kereta api.Dalam aturan tersebut dijelaskan kereta antarkota diwajibkan melakukan pembatasan jumlah penumpang maksimum 65% dari jumlah tempat dudu. Kemudian untuk kereta perkotaan maksimum 35% dari kapasitas penumpang. Lalu, untuk kereta bandara maksimum 50% dari jumlah tempat duduk dan tidak boleh ada yang berdiri.Sebelumnya, Gubernur Jawa Barat Ridwan Kamil mengaku telah melaksanakan rapat dengan PT Kereta Commuter Indonesia (KCI) terkait dengan rencana penyetopan operasional KRL Jabodetabek selama masa pembatasan sosial berskala besar (PSBB). Uji coba penyetopan KRL itu direncanakan pada Sabtu 18 April besok.""Saya tadi rapat dengan KCI jadi kemungkinan akan coba dihentikan itu tanggal 18 (April),"" ujar Ridwan Kamil kepada wartawan, Rabu (15/4/2020).",finance
